company_id,company_name,return_on_equity_pct,debt_to_equity,revenue_cagr_5yr,operating_profit_margin_pct,free_cash_flow_cr
ABB,Abbott India Ltd,-0.1453553794678802,-0.5804470354712155,-0.43677734776768284,-0.39069446350315246,0.003918192661444607
ADANIENSOL,Adani Energy Solutions Ltd,-0.18147038056233125,0.43704880005309976,0.6705957247369932,-0.03728938250650721,0.016772740328716083
ADANIENT,Adani Enterprises Ltd,-0.18292494542375054,-0.003910453464545743,0.8290642185078883,-0.8734828095035269,-0.39517668994793687
ADANIGREEN,Adani Green Energy Ltd,-0.17620952355458952,1.7177146779075636,3.001675258842674,1.6277751613948908,-0.6061983248079773
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",-0.17221893647782438,-0.2605624695047562,0.9057364847667024,0.8500901008169781,0.32541129254122414
ADANIPOWER,Adani Power Ltd,-0.1205400937918094,-0.30776615327390155,0.4303194156124157,0.02981207314047739,0.7309334489842413
AMBUJACEM,Ambuja Cements Ltd,-0.17838158531922918,-0.5823970917578838,-1.199115314396461,-0.5958204666280866,-0.1725945894005516
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",-0.17516140410071013,-0.31945506483008285,0.236202055129295,-0.845287500958391,-0.013940138661543281
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",-0.14973613289420049,-0.5421038573899412,0.014271088955385343,-0.5192392932076323,0.12293059874869965
AXISBANK,Axis Bank Ltd,-0.17146886687529017,2.2959719267426553,0.24757430580143455,-0.026053687896252672,-0.6583498285990217
BAJAJ-AUTO,Bajaj Auto Ltd,-0.15454473181398592,-0.5652098411293328,-0.6530067432031693,-0.5871642559091994,0.24931927212153662
BAJAJFINSV,Bajaj Finserv Ltd,-0.155743752503291,1.0862860439790838,1.0955001073508057,0.06085389022531491,-3.4655587315879246
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,-0.17501008798170803,-0.5878864817776,2.543777105657839,2.0869061054103777,0.03290562901180176
BAJFINANCE,Bajaj Finance Ltd,-0.16674518349823012,0.7490257049395724,1.5555786059989054,-0.22619492840661037,-3.4783701431891987
BANKBARODA,Bank of Baroda,-0.17158008096096505,3.6576979170730386,0.6196925753395142,0.07745400966065603,-0.3565267748141273
BEL,Bharat Electronics Ltd,7.250611338821623,-0.40930760621305984,-0.29593117989204815,-0.3877625982835292,-0.08502837542551439
BHARTIARTL,Bharti Airtel Ltd,-0.18006214042597182,0.32409641695765085,0.03393282283600332,0.6220397949706336,1.1691096073874079
BHEL,"Bharat Heavy Electricals Limited
",-0.1945107598362979,-0.4615859364023789,-2.403025403228404,-1.2000980249638127,-0.13321136114478363
BOSCHLTD,Bosch Ltd,-0.163922787818276,-0.5871622257121184,-0.8449986535871636,-0.8466324573083752,0.03579574543363796
BPCL,Bharat Petroleum Corporation Ltd,-0.14057849164569214,-0.33589263582056433,-0.6045988073937189,-0.9460862865303611,1.0658418653892605
BRITANNIA,Britannia Industries Ltd,-0.1113226407793523,-0.4050860192314926,-0.5764491220506013,-0.6111571771458167,0.10110374935393666
CANBK,Canara Bank,-0.17008225143433317,4.610026405994976,0.7147483848351909,0.23532868132304138,0.5430758815648882
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,-0.16892195768969856,1.81146811371167,1.2270510542805129,-0.27005158395697965,-1.6928389633523924
CIPLA,"Cipla Ltd
",-0.17190549921055037,-0.5809739053865594,-0.46430682678808904,1.4878809277044154,0.019231496090576734
COALINDIA,Coal India Ltd,-0.12541714526974232,-0.5607241367704884,-0.7516562982534518,1.1437072407386812,0.5569225587501034
DABUR,Dabur India Ltd,-0.16750800202395585,-0.5399177800784646,-0.6956864101192373,-0.5940349683298018,0.014486528830845651
DIVISLAB,Divis Laboratories Ltd,-0.17781512637254188,-0.5882152511935785,-0.4437428374150646,-0.26746852812856337,0.012329725530967887
DLF,DLF Ltd,-0.18547794378286664,-0.5454282007881269,-2.4585752044363662,-0.08692964132851547,0.013106174718923882
DMART,Avenue Supermarts Ltd,-0.1750318128226237,-0.5772223843973627,1.0288518572079874,-1.0109938498787643,-0.018469425591286587
DRREDDY,Dr Reddys Laboratories Ltd,-0.16533176214923342,-0.5635176700105959,-0.038818686483119466,-0.2619083958636003,-0.008504994345851315
EICHERMOT,Eicher Motors Ltd,-0.16151727273198463,-0.5801738817652111,-0.2569825567508446,-0.34118904171659825,0.007929846799217249
GAIL,GAIL (India) Ltd,-0.17613284257993594,-0.4893255319092671,-0.14968870736753637,-0.9125465412086491,0.1576119958107341
GODREJCP,Godrej Consumer Products Ltd,-0.20331235095352673,-0.4988691295121068,-0.881763202163916,-0.5337358231984264,-0.08934198202526991
GRASIM,Grasim Industries Ltd,-0.17874658552667103,-0.047356995521715586,-0.24135717845865776,-0.5416778148740659,-1.4898837728338947
HAL,Hindustan Aeronautics Ltd,5.794730512657392,-0.372180311153219,-0.5733829916711096,-0.12242627682132176,0.047787571780958334
HAVELLS,Havells India Ltd,-0.1695309207702014,-0.5740663540866796,0.015393767718409786,-0.9357056435294673,-0.016010669829425936
HCLTECH,HCL Technologies Ltd,-0.16019620171558896,-0.5587999066463343,-0.02920089780861041,-0.49531237228536545,0.6528140334626688
HDFCBANK,HDFC Bank Ltd,-0.17381244913236024,1.7923656295037371,1.2286599456204632,0.9630195812524226,1.5081590861281926
HDFCLIFE,HDFC Life Insurance Company Ltd,-0.1794751918975608,-0.5656440542697264,1.1220968065558852,2.372020083271889,-0.1552538908695344
HEROMOTOCO,"Hero MotoCorp Ltd
",-0.16313396549038753,-0.5763209708181296,-1.4662729305694813,1.8785919041214763,0.10304487232382666
HINDALCO,Hindalco Industries Ltd,-0.18130440433895612,-0.402655842454175,-0.31748917019992645,1.9822171094864915,0.39179769811146176
HINDUNILVR,"Hindustan Unilever Ltd
",-0.16480960883067755,-0.5781618635267722,-0.4655829549377792,1.5147194122498426,0.4071541376065914
ICICIBANK,ICICI Bank Ltd,-0.1680820551547843,1.6653877383442512,0.5888705746128798,1.000083401227214,0.5107669681327193
ICICIGI,ICICI Lombard General Insurance Company Ltd,-0.17164098614531292,-0.5872898746097126,-0.001766721360507023,1.9257703753958508,-0.009497123863795087
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,-0.18418356771356315,-0.5501667832249132,0.5336963826822476,2.466358540692747,-0.02593196500886365
INDIGO,Interglobe Aviation Ltd,1.2047803145630274,-0.5817964070812278,0.8696204712945775,1.51405992077414,0.37605303402235407
INDUSINDBK,IndusInd Bank Ltd,-0.17394974957401352,1.8192730081812925,0.3499416176641977,0.11690526974323232,-0.7839620527839027
INFY,Infosys Ltd,-0.14956264735439434,-0.5551239646136547,0.03733568734026906,-0.43283625021713584,0.8373069877342126
IOC,"Indian Oil Corporation
",-0.15938355659023892,-0.33546583583500145,-0.6691847235191665,-0.9495707678850759,1.679236723874497
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,-0.14232883704170926,-0.5817975901328576,0.6847516218216786,-0.0393830417449082,-0.0016894959182375804
IRFC,Indian Railway Finance Corporation Ltd,-0.17585571190492397,2.3411564824806694,0.8361417212382666,2.3730507301183614,0.3105724858380651
ITC,"ITC Ltd
",-0.15260313247110407,-0.586870631100249,-0.6770605845459523,0.060013333834396075,0.7779948969875742
JINDALSTEL,Jindal Steel & Power Ltd,-0.17527110680556462,-0.4583315285979186,-1.5683966846255428,-0.5602775745569357,-0.1312271021088961
JIOFIN,Jio Financial Services Ltd,-0.19451151985500975,-0.5882925435804166,0.6196925753395142,1.8007229100924602,0.002451566417527727
JSWENERGY,JSW Energy Ltd,-0.18332384914410615,-0.05837024167685735,-1.1223077338701148,0.42422837860176943,-0.11513734949180797
JSWSTEEL,JSW Steel Ltd,-0.17818711485061847,-0.19221218789581954,0.36479007835657024,-0.7146874667670527,-0.13351331360676652
KOTAKBANK,"Kotak Mahindra Bank Ltd
",-0.1743253183464132,0.8115948480864965,0.08096318831473923,1.7868125125680197,0.2613973706008521
LICI,Life Insurance Corporation of India,-0.11870291631274844,-0.5882925435804166,-0.648616008388552,-1.166821214679727,0.006333812357307703
LODHA,Macrotech Developers Ltd,-0.18235809917732537,-0.4342157696809659,-2.1442861316323745,-0.3539814922244661,-0.0492254406475435
LT,Larsen & Toubro Ltd,-0.07440793382645007,-0.5521193603242137,-0.3524842189935817,-0.8102820741432847,0.8514556173814108
LTIM,LTIMindtree Ltd,-0.16036815972987034,-0.5521193603242137,2.3689538464013844,-0.6445867510380913,0.04511313568910991
M&M,"Mahindra & Mahindra Ltd
",-0.16722297846990067,-0.014370808345802401,-0.9645627293452653,-0.6477356422879472,-0.5155263140811162
MARUTI,Maruti Suzuki India Ltd,-0.17159809915518187,-0.5878066760214776,-0.32868094863451014,-0.8242238194618652,0.18245836982532593
MOTHERSON,Samvardhana Motherson International Ltd,-0.17819703936778858,-0.321971474224183,-0.5054024796089441,-0.9606101010046787,0.009439609109131683
NAUKRI,Info Edge (India) Ltd,-0.1932357810179613,-0.585450277090891,0.5704589228973426,-0.27244841070991593,-0.036931661838240246
NESTLEIND,Nestle India Ltd,-0.011477912464869495,-0.5521765187586231,0.2210286818291911,-0.4281633066195839,0.09627250996221048
NHPC,"NHPC Ltd
",-0.17998469132250489,-0.29412710904848666,-1.5681127173146738,0.5371105274901522,0.01138073207902167
NTPC,NTPC Ltd,-0.1754860170523872,-0.0723839687880158,-0.09562713859642981,-0.24318874447609817,0.3424069025442609
ONGC,Oil & Natural Gas Corpn Ltd,-0.16973008543119644,-0.42939685480739914,-0.8062694107054635,-0.6665900231988622,1.7838416839185685
PFC,Power Finance Corporation Ltd,-0.1552562176596736,2.3913346189676585,-0.2508819640654085,0.04782915685800772,-4.397082076805131
PIDILITIND,Pidilite Industries Ltd,-0.1637024246806386,-0.5724052606399995,-0.14816200960037282,-0.5007501984697726,0.010733691089058342
PNB,Punjab National Bank,-0.10006464806782536,0.6998892437950527,0.40527018228364414,0.23532868132304138,-1.3006027152366224
POWERGRID,Power Grid Corporation of India Ltd,-0.16827083216360875,-0.0927247485022876,-1.009284799121622,1.9055400555006272,1.0123962796182895
RECLTD,REC Ltd,-0.16430483353959696,1.6581475523681652,0.05624866357031517,2.4199006400825978,-2.5993865263570144
RELIANCE,"Reliance Industries Ltd
",-0.1806896318057784,-0.3860395527620917,-0.4517513420581653,-0.641194011373161,1.919590883612875
SBILIFE,SBI Life Insurance Company Ltd,-0.17637921668882808,-0.5882925435804166,1.5391039513078222,-1.303351036737605,-0.1210038544674755
SHREECEM,Shree Cement Ltd,-0.18318219939293223,-0.5603249973338342,-0.35380896882448165,-0.4952799170380062,0.052748219370677196
SHRIRAMFIN,"Shriram Finance Ltd
",-0.17259337090547497,0.8082015772592474,0.7665372785990959,-0.23977786588618907,-1.3831651455559433
SIEMENS,Siemens Ltd,-0.16853963794905996,-0.581940329391082,-0.23569001907301326,-0.7936185544383955,0.019921673146537616
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,-0.1726282011815156,-0.5703124642596262,-0.2917989382251544,-0.3166230330351068,0.4600820905855918
TATACONSUM,Tata Consumer Products Ltd,-0.1844442319532806,-0.5125800416258838,0.41327236439160003,-0.7542496939080516,-0.029339714222670517
TATAMOTORS,Tata Motors Ltd,-0.13752566130990668,-0.14664741135179235,-0.7084690186899961,-0.8069980908940059,1.9163988147290558
TATAPOWER,"Tata Power Company Ltd
",-0.17555784553707687,-0.008119157533225322,0.35205765098477243,-0.6635823058937667,0.12349136760666786
TATASTEEL,"Tata Steel Ltd
",-0.20469661138625123,-0.2574642134761641,-0.7021985162294356,-0.9508937857308346,0.23042567521460738
TCS,Tata Consultancy Services Ltd,-0.1163526917628523,-0.557299798646912,-0.335024278249652,-0.3222572643831937,2.1448474202521086
TECHM,Tech Mahindra Ltd,-0.18221336050988066,-0.5550311033467139,-0.616140378543986,-0.9894642479037664,0.18772096987702766
TITAN,"Titan Company Ltd
",-0.13789757784416776,-0.010278334520759207,1.0852117675625832,-0.9267822936544459,0.034501663453711306
TORNTPHARM,Torrent Pharmaceuticals Ltd,-0.15840654722725428,-0.3831770001769582,-0.8156535670888113,-0.14813981987337282,0.10351936904979976
TRENT,Trent Ltd,-0.1393283006293249,-0.43762202382773535,3.182818727478331,-0.7206800474160084,0.00581617956533704
TVSMOTOR,TVS Motor Company Ltd,-0.15515805711238834,0.7520476262402983,0.17254391412828288,-0.7901578485475256,-0.12768994469709657
